CP_OPNG_YMD,CP_DOC_NM,CP_ISSUED_SAR_NM,CP_ISSUED_NORTH_AREA_NM,CP_ISSUED_SOUTH_AREA_NM,CP_OBVP_NM,CP_OBVP_LAT,CP_OBVP_LON,CP_WTEM,CP_ISSUED_STEP_NM,CP_ISSUED_SITTN_NM,CP_ISSUED_YMD,CP_ISSUED_TM,CP_WTCH_YMD,CP_WTCH_TM
20220816,제6250호,남해 연안,거제 일운,통영 학림,통영 학림,34.7499,128.413,20.7,,,,,20220816.0,130000.0
20220823,제6259호,동해 남부,울산 진하,부산 기장,진하,35.3847,129.368,20.7,경보,해제,20220823.0,130000.0,20220823.0,100000.0
20220823,제6259호,동해 남부,울산 진하,부산 기장,울산 간절곶,35.3669,129.375,24.0,경보,해제,20220823.0,130000.0,20220823.0,100000.0
20220823,제6259호,동해 남부,울산 진하,부산 기장,부산 고리,35.3186,129.3147,24.3,경보,해제,20220823.0,130000.0,20220823.0,100000.0
20220823,제6259호,동해 남부,울산 진하,부산 기장,부산 장안,35.2972,129.2886,16.4,경보,해제,20220823.0,130000.0,20220823.0,100000.0
20220823,제6259호,동해 남부,울산 진하,부산 기장,부산 기장,35.1872,129.2264,22.1,경보,해제,20220823.0,130000.0,20220823.0,100000.0
20220823,제6259호,동해 남부,구룡포 하정,울산 진하,구룡포 하정,35.9607,129.5497,22.0,주의보,해제,20220823.0,130000.0,20220823.0,100000.0
20230405,제6377호,동해 중부,삼척,울진 나곡,강릉,37.799,128.9492,12.1,,,,,20230405.0,130000.0
20230405,제6377호,동해 중부,삼척,울진 나곡,양양,38.0808,128.6998,12.0,,,,,20230405.0,130000.0
20230405,제6377호,동해 중부,삼척,울진 나곡,삼척,37.3023,129.3127,5.6,주의보,신규발령,20230405.0,130000.0,20230405.0,130000.0
20230405,제6377호,동해 중부,삼척,울진 나곡,울진 나곡,37.1191,129.3958,8.3,주의보,신규발령,20230405.0,130000.0,20230405.0,130000.0
20230405,제6377호,동해 중부,삼척,울진 나곡,울진 덕천,37.1,129.4041,11.7,,,,,20230405.0,130000.0
20230405,제6377호,동해 중부,삼척,울진 나곡,온양,37.0194,129.425,13.6,,,,,20230405.0,130000.0
20230410,제6378호,동해 중부,삼척,울진 나곡,고성 봉포,38.2267,128.626,11.8,,,,,20230410.0,130000.0
20230410,제6378호,동해 중부,삼척,울진 나곡,양양,38.0808,128.6998,11.5,,,,,20230410.0,130000.0
20230410,제6378호,동해 중부,삼척,울진 나곡,강릉,37.799,128.9492,11.7,,,,,20230410.0,130000.0
20230410,제6378호,동해 중부,삼척,울진 나곡,삼척,37.3023,129.3127,10.3,주의보,해제,20230410.0,100000.0,20230410.0,130000.0
20230410,제6378호,동해 중부,삼척,울진 나곡,울진 나곡,37.1191,129.3958,14.5,주의보,해제,20230410.0,100000.0,20230410.0,130000.0
20230410,제6378호,동해 중부,삼척,울진 나곡,울진 덕천,37.1,129.4041,14.3,,,,,20230410.0,130000.0
20230410,제6378호,동해 중부,삼척,울진 나곡,온양,37.0194,129.425,13.6,,,,,20230410.0,130000.0
20230525,제6406호,동해 중부,고성 봉포,삼척,고성 봉포,38.2267,128.626,14.1,주의보,신규발령,20230525.0,110000.0,20230525.0,90000.0
20230525,제6406호,동해 중부,고성 봉포,삼척,양양,38.0808,128.6998,13.6,주의보,신규발령,20230525.0,110000.0,20230525.0,90000.0
20230525,제6406호,동해 중부,고성 봉포,삼척,강릉,37.799,128.9492,6.9,주의보,신규발령,20230525.0,110000.0,20230525.0,90000.0
20230525,제6406호,동해 중부,고성 봉포,삼척,삼척,37.3023,129.3127,9.9,주의보,신규발령,20230525.0,110000.0,20230525.0,90000.0
20230602,제6412호,동해 중부,고성 봉포,삼척,고성 봉포,38.2267,128.626,16.1,주의보,발령,20230525.0,,20230602.0,93000.0
20230602,제6412호,동해 중부,고성 봉포,삼척,양양,38.0808,128.6998,13.6,주의보,발령,20230525.0,,20230602.0,93000.0
20230602,제6412호,동해 중부,고성 봉포,삼척,강릉,37.799,128.9492,12.5,주의보,발령,20230525.0,,20230602.0,93000.0
20230602,제6412호,동해 중부,고성 봉포,삼척,삼척,37.3023,129.3127,9.1,주의보,발령,20230525.0,,20230602.0,93000.0
20230602,제6412호,동해 중부,삼척,영덕,울진 나곡,37.1191,129.3958,13.6,주의보,신규발령,20230602.0,100000.0,20230602.0,93000.0
20230602,제6412호,동해 중부,삼척,영덕,울진 덕천,37.1,129.4041,12.6,주의보,신규발령,20230602.0,100000.0,20230602.0,93000.0
20230602,제6412호,동해 중부,삼척,영덕,온양,37.0194,129.425,12.5,주의보,신규발령,20230602.0,100000.0,20230602.0,93000.0
20230602,제6412호,동해 중부,삼척,영덕,울진 후포,36.7192,129.4881,18.0,주의보,신규발령,20230602.0,100000.0,20230602.0,93000.0
20230602,제6412호,동해 중부,삼척,영덕,영덕,36.5737,129.437,14.5,주의보,신규발령,20230602.0,100000.0,20230602.0,93000.0
20230602,제6412호,동해 남부,포항 월포,구룡포 하정,포항 월포,36.2169,129.4017,18.0,,,,,20230602.0,93000.0
20230602,제6412호,동해 남부,포항 월포,구룡포 하정,구룡포 하정,35.9607,129.5497,18.3,,,,,20230602.0,93000.0
20230607,제6417호,동해 중부,고성 봉포,영덕,고성 봉포,38.2267,128.626,17.4,주의보,발령,20230525.0,,20230607.0,83000.0
20230607,제6417호,동해 중부,고성 봉포,영덕,양양,38.0808,128.6998,17.3,주의보,발령,20230525.0,,20230607.0,83000.0
20230607,제6417호,동해 중부,고성 봉포,영덕,강릉,37.799,128.9492,15.6,주의보,발령,20230525.0,,20230607.0,83000.0
20230607,제6417호,동해 중부,고성 봉포,영덕,삼척,37.3023,129.3127,11.5,주의보,발령,20230525.0,,20230607.0,83000.0
20230607,제6417호,동해 중부,고성 봉포,영덕,울진 나곡,37.1191,129.3958,12.7,주의보,발령,20230602.0,,20230607.0,83000.0
20230607,제6417호,동해 중부,고성 봉포,영덕,울진 덕천,37.1,129.4041,13.1,주의보,발령,20230602.0,,20230607.0,83000.0
20230607,제6417호,동해 중부,고성 봉포,영덕,온양,37.0194,129.425,12.1,주의보,발령,20230602.0,,20230607.0,83000.0
20230607,제6417호,동해 중부,고성 봉포,영덕,울진 후포,36.7192,129.4881,19.2,주의보,발령,20230602.0,,20230607.0,83000.0
20230607,제6417호,동해 중부,고성 봉포,영덕,영덕,36.5737,129.437,17.9,주의보,발령,20230602.0,,20230607.0,83000.0
20230607,제6417호,동해 남부,포항 월포,부산 기장,포항 월포,36.2169,129.4017,18.0,주의보,신규발령,20230607.0,103000.0,20230607.0,83000.0
20230607,제6417호,동해 남부,포항 월포,부산 기장,구룡포 하정,35.9607,129.5497,15.8,주의보,신규발령,20230607.0,103000.0,20230607.0,83000.0
20230607,제6417호,동해 남부,포항 월포,부산 기장,진하,35.3847,129.368,16.4,주의보,신규발령,20230607.0,103000.0,20230607.0,83000.0
20230607,제6417호,동해 남부,포항 월포,부산 기장,울산 간절곶,35.3669,129.375,16.6,주의보,신규발령,20230607.0,103000.0,20230607.0,83000.0
20230607,제6417호,동해 남부,포항 월포,부산 기장,부산 고리,35.3186,129.3147,16.9,주의보,신규발령,20230607.0,103000.0,20230607.0,83000.0
20230607,제6417호,동해 남부,포항 월포,부산 기장,부산 기장,35.1872,129.2264,15.8,주의보,신규발령,20230607.0,103000.0,20230607.0,83000.0
20230614,제6420호,동해 중부,고성 봉포,영덕,고성 봉포,38.2267,128.626,18.2,주의보,해제,20230614.0,90000.0,20230614.0,90000.0
20230614,제6420호,동해 중부,고성 봉포,영덕,양양,38.0808,128.6998,17.9,주의보,해제,20230614.0,90000.0,20230614.0,90000.0
20230614,제6420호,동해 중부,고성 봉포,영덕,강릉,37.799,128.9492,18.2,주의보,해제,20230614.0,90000.0,20230614.0,90000.0
20230614,제6420호,동해 중부,고성 봉포,영덕,삼척,37.3023,129.3127,18.4,주의보,해제,20230614.0,90000.0,20230614.0,90000.0
20230614,제6420호,동해 중부,고성 봉포,영덕,울진 나곡,37.1191,129.3958,17.5,주의보,해제,20230614.0,90000.0,20230614.0,90000.0
20230614,제6420호,동해 중부,고성 봉포,영덕,울진 덕천,37.1,129.4041,17.4,주의보,해제,20230614.0,90000.0,20230614.0,90000.0
20230614,제6420호,동해 중부,고성 봉포,영덕,온양,37.0194,129.425,16.4,주의보,해제,20230614.0,90000.0,20230614.0,90000.0
20230614,제6420호,동해 중부,고성 봉포,영덕,울진 후포,36.7192,129.4881,18.1,주의보,해제,20230614.0,90000.0,20230614.0,90000.0
20230614,제6420호,동해 중부,고성 봉포,영덕,영덕,36.5737,129.437,17.7,주의보,해제,20230614.0,90000.0,20230614.0,90000.0
20230614,제6420호,동해 남부,포항 월포,부산 기장,포항 월포,36.2169,129.4017,19.3,주의보,해제,20230614.0,90000.0,20230614.0,90000.0
20230614,제6420호,동해 남부,포항 월포,부산 기장,구룡포 하정,35.9607,129.5497,18.3,주의보,해제,20230614.0,90000.0,20230614.0,90000.0
20230614,제6420호,동해 남부,포항 월포,부산 기장,진하,35.3847,129.368,17.5,주의보,해제,20230614.0,90000.0,20230614.0,90000.0
20230614,제6420호,동해 남부,포항 월포,부산 기장,울산 간절곶,35.3669,129.375,18.3,주의보,해제,20230614.0,90000.0,20230614.0,90000.0
20230614,제6420호,동해 남부,포항 월포,부산 기장,부산 고리,35.3186,129.3147,18.5,주의보,해제,20230614.0,90000.0,20230614.0,90000.0
20230614,제6420호,동해 남부,포항 월포,부산 기장,부산 장안,35.2972,129.2886,17.8,주의보,해제,20230614.0,90000.0,20230614.0,90000.0
20230614,제6420호,동해 남부,포항 월포,부산 기장,부산 기장,35.1872,129.2264,17.7,주의보,해제,20230614.0,90000.0,20230614.0,90000.0
20230620,제6424호,동해 중부,고성 봉포,영덕,고성 봉포,38.2267,128.626,18.3,주의보,신규발령,20230620.0,173000.0,20230620.0,163000.0
20230620,제6424호,동해 중부,고성 봉포,영덕,양양,38.0808,128.6998,14.6,주의보,신규발령,20230620.0,173000.0,20230620.0,163000.0
20230620,제6424호,동해 중부,고성 봉포,영덕,강릉,37.799,128.9492,10.7,주의보,신규발령,20230620.0,173000.0,20230620.0,163000.0
20230620,제6424호,동해 중부,고성 봉포,영덕,삼척,37.3023,129.3127,17.0,주의보,신규발령,20230620.0,173000.0,20230620.0,163000.0
20230620,제6424호,동해 중부,고성 봉포,영덕,울진 나곡,37.1191,129.3958,21.0,,,,,20230620.0,163000.0
20230620,제6424호,동해 중부,고성 봉포,영덕,울진 덕천,37.1,129.4041,20.8,,,,,20230620.0,163000.0
20230620,제6424호,동해 중부,고성 봉포,영덕,온양,37.0194,129.425,21.4,,,,,20230620.0,163000.0
20230620,제6424호,동해 중부,고성 봉포,영덕,울진 후포,36.7192,129.4881,20.4,,,,,20230620.0,163000.0
20230620,제6424호,동해 중부,고성 봉포,영덕,영덕,36.5737,129.437,18.1,,,,,20230620.0,163000.0
20230620,제6424호,동해 남부,포항 월포,포항 월포,포항 월포,36.2169,129.4017,21.2,,,,,20230620.0,163000.0
20230627,제6431호,동해 중부,고성 봉포,영덕,고성 봉포,38.2267,128.626,16.8,주의보,발령,20230620.0,,20230627.0,140000.0
20230627,제6431호,동해 중부,고성 봉포,영덕,양양,38.0808,128.6998,17.1,주의보,발령,20230620.0,,20230627.0,140000.0
20230627,제6431호,동해 중부,고성 봉포,영덕,강릉,37.799,128.9492,14.8,주의보,발령,20230620.0,,20230627.0,140000.0
20230627,제6431호,동해 중부,고성 봉포,영덕,삼척,37.3023,129.3127,15.7,주의보,발령,20230620.0,,20230627.0,140000.0
20230627,제6431호,동해 중부,고성 봉포,영덕,울진 나곡,37.1191,129.3958,14.5,주의보,신규발령,20230627.0,150000.0,20230627.0,140000.0
20230627,제6431호,동해 중부,고성 봉포,영덕,울진 덕천,37.1,129.4041,16.4,주의보,신규발령,20230627.0,150000.0,20230627.0,140000.0
20230627,제6431호,동해 중부,고성 봉포,영덕,온양,37.0194,129.425,9.7,주의보,신규발령,20230627.0,150000.0,20230627.0,140000.0
20230627,제6431호,동해 중부,고성 봉포,영덕,울진 후포,36.7192,129.4881,20.7,주의보,신규발령,20230627.0,150000.0,20230627.0,140000.0
20230627,제6431호,동해 중부,고성 봉포,영덕,영덕,36.5737,129.437,17.5,주의보,신규발령,20230627.0,150000.0,20230627.0,140000.0
20230627,제6431호,동해 남부,포항 월포,부산 기장,포항 월포,36.2169,129.4017,20.0,주의보,신규발령,20230627.0,150000.0,20230627.0,140000.0
20230627,제6431호,동해 남부,포항 월포,부산 기장,구룡포 하정,35.9607,129.5497,16.8,주의보,신규발령,20230627.0,150000.0,20230627.0,140000.0
20230627,제6431호,동해 남부,포항 월포,부산 기장,진하,35.3847,129.368,16.5,주의보,신규발령,20230627.0,150000.0,20230627.0,140000.0
20230627,제6431호,동해 남부,포항 월포,부산 기장,울산 간절곶,35.3669,129.375,17.5,주의보,신규발령,20230627.0,150000.0,20230627.0,140000.0
20230627,제6431호,동해 남부,포항 월포,부산 기장,부산 고리,35.3186,129.3147,17.4,주의보,신규발령,20230627.0,150000.0,20230627.0,140000.0
20230627,제6431호,동해 남부,포항 월포,부산 기장,부산 기장,35.1872,129.2264,16.4,주의보,신규발령,20230627.0,150000.0,20230627.0,140000.0
20230706,제6436호,동해 중부,삼척,포항 월포,삼척,37.3023,129.3127,14.5,경보,대체발령,20230706.0,120000.0,20230706.0,100000.0
20230706,제6436호,동해 중부,삼척,포항 월포,울진 나곡,37.1191,129.3958,10.4,경보,대체발령,20230706.0,120000.0,20230706.0,100000.0
20230706,제6436호,동해 중부,삼척,포항 월포,울진 덕천,37.1,129.4041,11.1,경보,대체발령,20230706.0,120000.0,20230706.0,100000.0
20230706,제6436호,동해 중부,삼척,포항 월포,온양,37.0194,129.425,14.5,경보,대체발령,20230706.0,120000.0,20230706.0,100000.0
20230706,제6436호,동해 중부,삼척,포항 월포,울진 후포,36.7192,129.4881,14.2,경보,대체발령,20230706.0,120000.0,20230706.0,100000.0
20230706,제6436호,동해 중부,삼척,포항 월포,영덕,36.5737,129.437,12.5,경보,대체발령,20230706.0,120000.0,20230706.0,100000.0
20230706,제6436호,동해 중부,삼척,포항 월포,포항 월포,36.2169,129.4017,14.7,경보,대체발령,20230706.0,120000.0,20230706.0,100000.0
20230710,제6440호,동해 중부,고성 봉포,포항 월포,고성 봉포,38.2267,128.626,23.1,주의보,발령,20230620.0,,20230710.0,100000.0
20230710,제6440호,동해 중부,고성 봉포,포항 월포,양양,38.0808,128.6998,22.2,주의보,발령,20230620.0,,20230710.0,100000.0
20230710,제6440호,동해 중부,고성 봉포,포항 월포,강릉,37.799,128.9492,19.9,주의보,발령,20230620.0,,20230710.0,100000.0
20230710,제6440호,동해 중부,고성 봉포,포항 월포,삼척,37.3023,129.3127,17.7,주의보,대체발령,20230710.0,120000.0,20230710.0,100000.0
20230710,제6440호,동해 중부,고성 봉포,포항 월포,울진 나곡,37.1191,129.3958,18.7,주의보,대체발령,20230710.0,120000.0,20230710.0,100000.0
20230710,제6440호,동해 중부,고성 봉포,포항 월포,울진 덕천,37.1,129.4041,19.4,주의보,대체발령,20230710.0,120000.0,20230710.0,100000.0
20230710,제6440호,동해 중부,고성 봉포,포항 월포,온양,37.0194,129.425,18.4,주의보,대체발령,20230710.0,120000.0,20230710.0,100000.0
20230710,제6440호,동해 중부,고성 봉포,포항 월포,울진 후포,36.7192,129.4881,16.7,주의보,대체발령,20230710.0,120000.0,20230710.0,100000.0
20230710,제6440호,동해 중부,고성 봉포,포항 월포,영덕,36.5737,129.437,16.3,주의보,대체발령,20230710.0,120000.0,20230710.0,100000.0
20230710,제6440호,동해 중부,고성 봉포,포항 월포,포항 월포,36.2169,129.4017,18.6,주의보,대체발령,20230710.0,120000.0,20230710.0,100000.0
20230711,제6441호,동해 중부,고성 봉포,포항 월포,고성 봉포,38.2267,128.626,22.6,주의보,해제,20230711.0,100000.0,20230711.0,83000.0
20230711,제6441호,동해 중부,고성 봉포,포항 월포,양양,38.0808,128.6998,22.3,주의보,해제,20230711.0,100000.0,20230711.0,83000.0
20230711,제6441호,동해 중부,고성 봉포,포항 월포,강릉,37.799,128.9492,22.6,주의보,해제,20230711.0,100000.0,20230711.0,83000.0
20230711,제6441호,동해 중부,고성 봉포,포항 월포,삼척,37.3023,129.3127,19.5,주의보,발령,20230710.0,,20230711.0,83000.0
20230711,제6441호,동해 중부,고성 봉포,포항 월포,울진 나곡,37.1191,129.3958,19.1,주의보,발령,20230710.0,,20230711.0,83000.0
20230711,제6441호,동해 중부,고성 봉포,포항 월포,울진 덕천,37.1,129.4041,18.5,주의보,발령,20230710.0,,20230711.0,83000.0
20230711,제6441호,동해 중부,고성 봉포,포항 월포,온양,37.0194,129.425,18.3,주의보,발령,20230710.0,,20230711.0,83000.0
20230711,제6441호,동해 중부,고성 봉포,포항 월포,울진 후포,36.7192,129.4881,17.7,주의보,발령,20230710.0,,20230711.0,83000.0
20230711,제6441호,동해 중부,고성 봉포,포항 월포,영덕,36.5737,129.437,15.3,주의보,발령,20230710.0,,20230711.0,83000.0
20230711,제6441호,동해 중부,고성 봉포,포항 월포,포항 월포,36.2169,129.4017,17.4,주의보,발령,20230710.0,,20230711.0,83000.0
20230728,제6453호,동해 중부,고성 봉포,강릉,고성 봉포,38.2267,128.626,17.2,,,,,20230728.0,140000.0
20230728,제6453호,동해 중부,고성 봉포,강릉,양양,38.0808,128.6998,19.8,,,,,20230728.0,140000.0
20230728,제6453호,동해 중부,고성 봉포,강릉,강릉,37.799,128.9492,18.0,,,,,20230728.0,140000.0
20230728,제6453호,동해 중부,삼척,구룡포 하정,삼척,37.3023,129.3127,17.7,주의보,해제,20230728.0,160000.0,20230728.0,140000.0
20230728,제6453호,동해 중부,삼척,구룡포 하정,울진 나곡,37.1191,129.3958,22.0,주의보,해제,20230728.0,160000.0,20230728.0,140000.0
20230728,제6453호,동해 중부,삼척,구룡포 하정,울진 덕천,37.1,129.4041,22.3,주의보,해제,20230728.0,160000.0,20230728.0,140000.0
20230728,제6453호,동해 중부,삼척,구룡포 하정,온양,37.0194,129.425,22.4,주의보,해제,20230728.0,160000.0,20230728.0,140000.0
20230728,제6453호,동해 중부,삼척,구룡포 하정,울진 후포,36.7192,129.4881,22.4,주의보,해제,20230728.0,160000.0,20230728.0,140000.0
20230728,제6453호,동해 중부,삼척,구룡포 하정,영덕,36.5737,129.437,18.0,주의보,해제,20230728.0,160000.0,20230728.0,140000.0
20230728,제6453호,동해 중부,삼척,구룡포 하정,포항 월포,36.2169,129.4017,25.9,주의보,해제,20230728.0,160000.0,20230728.0,140000.0
20230728,제6453호,동해 중부,삼척,구룡포 하정,구룡포 하정,35.9607,129.5497,19.7,주의보,해제,20230728.0,160000.0,20230728.0,140000.0
20230802,제6456호,동해 중부,고성 봉포,포항 월포,고성 봉포,38.2267,128.626,18.9,,,,,20230802.0,150000.0
20230802,제6456호,동해 중부,고성 봉포,포항 월포,양양,38.0808,128.6998,19.5,,,,,20230802.0,150000.0
20230802,제6456호,동해 중부,고성 봉포,포항 월포,강릉,37.799,128.9492,18.4,,,,,20230802.0,150000.0
20230802,제6456호,동해 중부,고성 봉포,포항 월포,삼척,37.3023,129.3127,19.5,,,,,20230802.0,150000.0
20230802,제6456호,동해 중부,고성 봉포,포항 월포,울진 나곡,37.1191,129.3958,21.3,,,,,20230802.0,150000.0
20230802,제6456호,동해 중부,고성 봉포,포항 월포,울진 덕천,37.1,129.4041,22.1,,,,,20230802.0,150000.0
20230802,제6456호,동해 중부,고성 봉포,포항 월포,온양,37.0194,129.425,21.8,,,,,20230802.0,150000.0
20230802,제6456호,동해 중부,고성 봉포,포항 월포,울진 후포,36.7192,129.4881,19.0,,,,,20230802.0,150000.0
20230802,제6456호,동해 중부,고성 봉포,포항 월포,영덕,36.5737,129.437,17.3,,,,,20230802.0,150000.0
20230802,제6456호,동해 중부,고성 봉포,포항 월포,포항 월포,36.2169,129.4017,21.3,,,,,20230802.0,150000.0
20230802,제6456호,동해 남부,구룡포 하정,부산 기장,구룡포 하정,35.9607,129.5497,23.4,,,,,20230802.0,150000.0
20230802,제6456호,동해 남부,구룡포 하정,부산 기장,진하,35.3847,129.368,17.8,주의보,해제,20230802.0,170000.0,20230802.0,150000.0
20230802,제6456호,동해 남부,구룡포 하정,부산 기장,울산 간절곶,35.3669,129.375,23.2,주의보,해제,20230802.0,170000.0,20230802.0,150000.0
20230802,제6456호,동해 남부,구룡포 하정,부산 기장,부산 고리,35.3186,129.3147,19.4,주의보,해제,20230802.0,170000.0,20230802.0,150000.0
20230802,제6456호,동해 남부,구룡포 하정,부산 기장,부산 장안,35.2972,129.2886,21.8,주의보,해제,20230802.0,170000.0,20230802.0,150000.0
20230802,제6456호,동해 남부,구룡포 하정,부산 기장,부산 기장,35.1872,129.2264,22.5,주의보,해제,20230802.0,170000.0,20230802.0,150000.0
